source_sheet,source_row,retailer,product_id,product,forecast_total_cases,promo_id,promotion_type,description,unmapped_reason
2026,3117,NA-LONDON DRUGS,TDL,TDL CAN,1781.0,000ITZPYW,Ad Fee,TD - FEB MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3120,NA-LONDON DRUGS,TDL,TDL CAN,1781.0,000ITZETS,Ad Fee,TD - FEB SOUPS MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3124,NA-LONDON DRUGS,TDL,TDL CAN,702.0,000ITYY7J,Ad Fee,TD - FEB 6 FLYER,Product ID not found in product list or no pack size
2026,3127,NA-LONDON DRUGS,TDL,TDL CAN,1129.0,000ITZAZ9,Ad Fee,TD - FEB 20 FLYER,Product ID not found in product list or no pack size
2026,3133,NA-LONDON DRUGS,TDL,TDL CAN,1596.0,000ITZCBY,Ad Fee,TD - MARCH MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3141,NA-LONDON DRUGS,TDL,TDL CAN,1036.0,000ITZCBJ,Ad Fee,TD MARCH 13 FLYER,Product ID not found in product list or no pack size
2026,3148,NA-LONDON DRUGS,TDL,TDL CAN,1045.0,000ITZ453,Ad Fee,TD - MARCH POWER END,Product ID not found in product list or no pack size
2026,3152,NA-LONDON DRUGS,TDL,TDL CAN,270.0,000ITYZM1,Ad Fee,TD - MARCH 20 FLYER,Product ID not found in product list or no pack size
2026,3163,NA-LONDON DRUGS,TDL,TDL CAN,231.0,000ITZPKR,Ad Fee,TD - APRIL 3 FLYER,Product ID not found in product list or no pack size
2026,3166,NA-LONDON DRUGS,TDL,TDL CAN,1069.0,000ITZ0AX,Ad Fee,TD - MAY 1  FLYER,Product ID not found in product list or no pack size
2026,3169,NA-LONDON DRUGS,TDL,TDL CAN,1071.0,000ITZ9NK,Ad Fee,TD MAY MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3176,NA-LONDON DRUGS,TDL,TDL CAN,733.0,000ITZHEE,Ad Fee,TD - MAY 15 FLYER SOUPS/CHILI,Product ID not found in product list or no pack size
2026,3180,NA-LONDON DRUGS,TDL,TDL CAN,1103.0,000IVQZEN,Ad Fee,TD - MAY POWER END,Product ID not found in product list or no pack size
2026,3184,NA-LONDON DRUGS,TDL,TDL CAN,1103.0,000IVQZFC,Ad Fee,TD JUNE 5 FLYER,Product ID not found in product list or no pack size
2026,3204,NA-LONDON DRUGS,TDL,TDL CAN,1618.0,000ITZHF1,Ad Fee,TD JULY MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3217,NA-LONDON DRUGS,TDL,TDL CAN,1386.0,000ITZDN3,Ad Fee,TD AUGUST MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3231,NA-LONDON DRUGS,TDL,TDL CAN,1665.0,000ITZOGI,Ad Fee,TD SEPTEMBER MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3239,NA-LONDON DRUGS,TDL,TDL CAN,1247.0,000ITYY6V,Ad Fee,TD - SEPTEMBER DISPLAY,Product ID not found in product list or no pack size
2026,3243,NA-LONDON DRUGS,TDL,TDL CAN,989.0,000ITZ0Y7,Ad Fee,TD SEPT 18 FLYER,Product ID not found in product list or no pack size
2026,3246,NA-LONDON DRUGS,TDL,TDL CAN,401.0,000ITZFTR,Ad Fee,TD - SEPTEMBER 11 FLYER,Product ID not found in product list or no pack size
2026,3281,NA-LONDON DRUGS,TDL,TDL CAN,882.0,000ITZQEM,Ad Fee,TD NOV 13 FLYER,Product ID not found in product list or no pack size
2026,3286,NA-LONDON DRUGS,TDL,TDL CAN,2629.0,000ITZ88A,Ad Fee,TD DECEMBER MANAGERS SPECIAL,Product ID not found in product list or no pack size
2026,3295,NA-LONDON DRUGS,TDL,TDL CAN,2586.0,000ITZDQQ,Ad Fee,TD DECEMBER POWER END,Product ID not found in product list or no pack size
2026,3302,NA-LONDON DRUGS,TDL,TDL CAN,1256.0,000IXOHN7,Ad Fee,TD DECEMBER 18 FLYER,Product ID not found in product list or no pack size
2026,3316,NA-LONGOS,TDL,TDL CAN,1188.0,000ITZ7M2,Flyer,TD -LONGOS TPR BAGS & 12ct & NCC +End Cap Display/Flyer,Product ID not found in product list or no pack size
2026,3332,NA-LONGOS,TDL,TDL CAN,2370.0,000ITZ75H,Flyer,"TD -LONGOS TPR Lrg Tin & 30ct, HC & FVC +End Cap Display/Fly",Product ID not found in product list or no pack size
2026,3370,NA-MCKESSON,TDL,TDL CAN,106.0,000ITZ0FI,Trade Show,TD PHARMACHOICE TRADE SHOW,Product ID not found in product list or no pack size
2026,3419,NA-MCKESSON,TDL,TDL CAN,1511.0,000ITZQHS,TPR/ISF,TD 6 Retail Banner Digital Promo,Product ID not found in product list or no pack size
2026,3565,NA-METRO ONTARIO,TDL,TDL CAN,247974.0,000ITO3D9,Display Allowance,TD Metro Bnr 1.77% Rate (58% of total) Harm/LS,Product ID not found in product list or no pack size
2026,3725,NA-METRO ONTARIO,TDL,TDL CAN,21883.0,000ITO0X8,Special,TD MO Golf Tournament 2025 $5k,Product ID not found in product list or no pack size
2026,3727,NA-METRO ONTARIO,TDL,TDL CAN,62252.0,000JCN51W,Special,TD MO LS FEE PLACEHOLDER FOR TDL CAN,Product ID not found in product list or no pack size
2026,4095,NA-METRO QUEBEC,TDL,TDL CAN,29683.0,000ITOOLK,Display,TD Super C Kcup 10-12ct  Nov 6-12 Lumpsum Display Support,Product ID not found in product list or no pack size
2026,4173,NA-NORTHWEST COMPANY,TDL,TDL CAN,5298.0,000IXIII8,Customer Event,TD-NCR Quarterly Endcap Payment,Product ID not found in product list or no pack size
2026,4217,NA-NORTHWEST COMPANY,TDL,TDL CAN,3509.0,000IXIIIF,Customer Event,TD-NCR Quarterly Endcap Payment,Product ID not found in product list or no pack size
2026,4233,NA-NORTHWEST COMPANY,TDL,TDL CAN,11455.0,000JDU0J4,Customer Event,TD-NCR Quarterly Endcap Payment,Product ID not found in product list or no pack size
2026,4269,NA-NORTHWEST COMPANY,TDL,TDL CAN,12957.0,000JDU0JA,Customer Event,TD-NCR Quarterly Endcap Payment,Product ID not found in product list or no pack size
2026,4822,NA-SOBEYS,TDL,TDL CAN,49604.0,000ITISJN,Write Off,TD Sobeys 2023 Invalid 600+ days aging write-off,Product ID not found in product list or no pack size
