retailer,year,month,mpg,product,product_id,source_product,unit_type,quantity,cases_per_drp,cases,source_sheet,source_row,promo_id,promotion_type,date_source,product_pack_size,base_pack_size,conversion_note
NA-LOBLAWS,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,7994.0,,7994.0,2025,3166,000HRCE1F,TPR/ISF,2025-01-02,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1252.0,,1252.0,2025,3174,000HRCEZW,TPR/ISF,2025-01-16,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1831.0,,1831.0,2025,3211,000HRCGRD,TPR/ISF,2025-01-30,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3326.0,,3326.0,2025,3228,000HRCNHL,TPR/ISF,2025-02-13,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,4196.0,,4196.0,2025,3297,000HZ5PZX,TPR/ISF,2025-02-27,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,March,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2298.0,,2298.0,2025,3358,000HRCL31,TPR/ISF,2025-03-20,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1808.0,,1808.0,2025,3373,000HRCM3O,TPR/ISF,2025-04-03,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2291.0,,2291.0,2025,3402,000HRCHNK,TPR/ISF,2025-04-17,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2291.0,,2291.0,2025,3405,000HRCF2T,Flyer,2025-04-17,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1873.0,,1873.0,2025,3414,000I3IE4S,Flyer,2025-04-24,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,5337.0,,5337.0,2025,3422,000I8RE21,TPR/ISF,2025-04-24,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,May,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1454.0,,1454.0,2025,3451,000I9U5A1,TPR/ISF,2025-05-15,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,June,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1671.0,,1671.0,2025,3489,000I9U5BP,TPR/ISF,2025-06-12,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1438.0,,1438.0,2025,3544,000IIH0E7,TPR/ISF,2025-07-10,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1239.0,,1239.0,2025,3564,000IILW5W,TPR/ISF,2025-07-31,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1239.0,,1239.0,2025,3569,000HRCKZY,TPR/ISF,2025-07-31,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,August,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2187.0,,2187.0,2025,3657,000IMDPFC,TPR/ISF,2025-08-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,August,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3750.0,,3750.0,2025,3660,000IILW6M,TPR/ISF,2025-08-28,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,6998.0,,6998.0,2025,3701,000HRCPRL,TPR/ISF,2025-09-11,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1563.0,,1563.0,2025,3704,000IK4C6H,TPR/ISF,2025-09-18,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,4233.0,,4233.0,2025,3729,000IJNAXP,TPR/ISF,2025-09-25,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3503.0,,3503.0,2025,3749,000HRCM6Q,TPR/ISF,2025-10-02,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3724.0,,3724.0,2025,3778,000HRCNIR,TPR/ISF,2025-10-09,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,4403.0,,4403.0,2025,3781,000IKST4S,TPR/ISF,2025-10-09,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3079.0,,3079.0,2025,3826,000ILXF9M,TPR/ISF,2025-10-30,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,5678.0,,5678.0,2025,3835,000IMYWGS,TPR/ISF,2025-10-30,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,October,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,5678.0,,5678.0,2025,3836,000IMYWGS,Flyer,2025-10-30,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2441.0,,2441.0,2025,3877,000IL5M0R,TPR/ISF,2025-11-06,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1476.0,,1476.0,2025,3978,000IMYWHJ,Flyer,2025-12-04,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1476.0,,1476.0,2025,3981,000ILIQAY,TPR/ISF,2025-12-04,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1782.0,,1782.0,2026,2723,000IZZLQW,Flyer,2026-01-01,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,2628.0,,2628.0,2026,2726,000J2UMI0,TPR/ISF,2026-01-01,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,January,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1718.0,,1718.0,2026,2736,000J0OD96,TPR/ISF,2026-01-22,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,February,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1312.0,,1312.0,2026,2773,000J2UMO6,TPR/ISF,2026-02-19,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,February,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,3734.0,,3734.0,2026,2779,000IZH61D,TPR/ISF,2026-02-12,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,March,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,1955.0,,1955.0,2026,2799,000ISOFIG,TPR/ISF,2026-03-26,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,April,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,921.0,,921.0,2026,2811,000J15223,TPR/ISF,2026-04-23,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,May,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,32.0,,32.0,2026,2819,000JAQXOR,TPR/ISF,2026-05-14,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,July,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,0.0,,0.0,2026,2870,000J15RBD,TPR/ISF,2026-07-16,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,0.0,,0.0,2026,2953,000J15RBK,TPR/ISF,2026-09-24,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2026,September,Hot Bowls 12/425g,HOT BOWLS 12/425GR,TDSHHB-12/425,HOT BOWLS 12/425GR,CASE,0.0,,0.0,2026,2956,000ISOQJP,TPR/ISF,2026-09-24,Hot Bowls 12/425g,Hot Bowls 12/425g,Product-level forecast total cases
NA-LOBLAWS,2025,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,164.0,,164.0,2025,3108,000I4C94W,TPR/ISF,2025-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,7208.0,,7208.0,2025,3142,000HRCM9M,Display,2025-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,766.0,,766.0,2025,3170,000HRCNL7,TPR/ISF,2025-01-16,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2633.0,,2633.0,2025,3254,000HZ5PZ0,Flyer,2025-02-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,4019.0,,4019.0,2025,3265,000HRCDCK,TPR/ISF,2025-02-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,4019.0,,4019.0,2025,3266,000HRCDCK,Flyer,2025-02-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2189.0,,2189.0,2025,3276,000HRCF4H,Flyer,2025-02-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,February,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2189.0,,2189.0,2025,3278,000HZ5Q09,Flyer,2025-02-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,March,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2520.0,,2520.0,2025,3315,000I0KULE,TPR/ISF,2025-03-06,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,March,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1134.0,,1134.0,2025,3362,000I3IE72,Flyer,2025-03-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1882.0,,1882.0,2025,3384,000I7E98F,TPR/ISF,2025-04-03,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,April,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1882.0,,1882.0,2025,3393,000I3IE5R,Flyer,2025-04-03,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,May,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1920.0,,1920.0,2025,3460,000I7W4RX,TPR/ISF,2025-05-22,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,June,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1746.0,,1746.0,2025,3466,000IB5SZF,Flyer,2025-06-05,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,June,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1746.0,,1746.0,2025,3469,000IC8EJ3,Flyer,2025-06-05,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1857.0,,1857.0,2025,3524,000IJ3E3U,TPR/ISF,2025-07-03,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1857.0,,1857.0,2025,3530,000IJ3E27,TPR/ISF,2025-07-03,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,999.0,,999.0,2025,3566,000HRCMRQ,TPR/ISF,2025-07-31,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,999.0,,999.0,2025,3571,000IJ3E4T,Flyer,2025-07-31,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1433.0,,1433.0,2025,3624,000IIYKDS,Flyer,2025-08-21,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1433.0,,1433.0,2025,3637,000IISCZL,Flyer,2025-08-21,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2021.0,,2021.0,2025,3667,000IIYKE1,Flyer,2025-09-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2021.0,,2021.0,2025,3669,000IIH0EP,TPR/ISF,2025-09-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3516.0,,3516.0,2025,3694,000INP7DE,Flyer,2025-09-11,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3516.0,,3516.0,2025,3696,000INP7D1,Flyer,2025-09-11,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1631.0,,1631.0,2025,3714,000HRCK7F,TPR/ISF,2025-09-25,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1945.0,,1945.0,2025,3725,000IPJ9CM,Flyer,2025-09-25,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2575.0,,2575.0,2025,3731,000HRCOZE,TPR/ISF,2025-09-25,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3463.0,,3463.0,2025,3863,000IIYKEA,Flyer,2025-11-06,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,4320.0,,4320.0,2025,3879,000IIYKEM,Flyer,2025-11-06,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1659.0,,1659.0,2025,3886,000IJ3DZS,Flyer,2025-11-13,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3566.0,,3566.0,2025,3896,000HRCFIH,TPR/ISF,2025-11-13,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2796.0,,2796.0,2025,3911,000IV8N59,TPR/ISF,2025-11-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2796.0,,2796.0,2025,3912,000IV8N59,Flyer,2025-11-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3880.0,,3880.0,2025,3929,000IQCJ45,TPR/ISF,2025-11-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3880.0,,3880.0,2025,3934,000HRCCUB,TPR/ISF,2025-11-20,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2268.0,,2268.0,2025,3949,000HRCKXE,TPR/ISF,2025-11-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,November,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2268.0,,2268.0,2025,3950,000HRCKXE,Flyer,2025-11-27,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1987.0,,1987.0,2025,3969,000IXI2OD,Special,2025-12-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1987.0,,1987.0,2025,3972,000IZ18MO,Display,2025-12-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,857.0,,857.0,2025,3974,000IZZLOZ,TPR/ISF,2025-12-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2025,December,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,857.0,,857.0,2025,3975,000IZZLOZ,Special,2025-12-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,10095.0,,10095.0,2026,2717,000ISH3W4,Display,2026-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,January,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1897.0,,1897.0,2026,2720,000IZZLQ9,Flyer,2026-01-01,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,July,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1228.0,,1228.0,2026,2872,000ISOJLZ,TPR/ISF,2026-07-31,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1482.0,,1482.0,2026,2888,000J3XWEC,TPR/ISF,2026-08-06,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1675.0,,1675.0,2026,2894,000ISOJXF,Flyer,2026-08-21,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,August,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,1675.0,,1675.0,2026,2900,000ISONBJ,Flyer,2026-08-21,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2427.0,,2427.0,2026,2920,000ISOOS0,TPR/ISF,2026-09-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,2427.0,,2427.0,2026,2922,000ISOPLE,Flyer,2026-09-04,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
NA-LOBLAWS,2026,September,Instant Coffee 12/100g,INSTANT COFFEE 12/100GR,TDIC-12/100,INSTANT COFFEE 12/100GR,CASE,3855.0,,3855.0,2026,2941,000ISOOTP,Flyer,2026-09-11,Instant Coffee 12/100g,Instant Coffee 12/100g,Product-level forecast total cases
