retailer,year,month,mpg,product,product_id,source_product,unit_type,quantity,cases_per_drp,cases,source_sheet,source_row,promo_id,promotion_type,date_source,product_pack_size,base_pack_size,conversion_note
CG-SOBEY'S ROC,2025,October,R&G Large Can 6/930g,R&G LARGE CAN 126/930GR,TDRGLC-126/930,R&G LARGE CAN 126/930GR,DRP,88.0,21.0,1848.0,2025,1442,000HLSYXX,TPR/ISF,2025-10-16,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2025,October,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,5902.0,,5902.0,2025,1440,000HLSYXX,Ad Fee,2025-10-16,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,October,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,5902.0,,5902.0,2025,1441,000HLSYXX,TPR/ISF,2025-10-16,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,November,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,1753.0,,1753.0,2025,1455,000HMX7WD,TPR/ISF,2025-11-06,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,December,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,3949.0,,3949.0,2025,1507,000HMD8RC,TPR/ISF,2025-12-04,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,January,R&G Large Can 6/930g,TDL COFFEE FINE GRIND HALF DRP 126/930GR,6320909463,TDL COFFEE FINE GRIND HALF DRP 126/930GR,DRP,18.0,21.0,378.0,2026,944,000ISEWBL,Display Allowance,2026-01-01,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,January,R&G Large Can 6/930g,R&G LARGE CAN 126/930GR,TDRGLC-126/930,R&G LARGE CAN 126/930GR,DRP,216.0,21.0,4536.0,2026,950,000ISEWBL,Display Allowance,2026-01-01,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,January,R&G Large Can 6/930g,R&G LARGE CAN 126/930GR,TDRGLC-126/930,R&G LARGE CAN 126/930GR,DRP,216.0,21.0,4536.0,2026,951,000ISEWBL,Display,2026-01-01,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,January,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,1820.0,,1820.0,2026,901,000ISEWA7,TPR/ISF,2026-01-01,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Large Can 6/930g,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,6320923706,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,DRP,53.0,21.0,1113.0,2026,999,000ISEZ0W,TPR/ISF,2026-02-05,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,February,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,9496.0,,9496.0,2026,1002,000ISEZ0W,TPR/ISF,2026-02-05,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,2911.0,,2911.0,2026,1033,000ISF6T2,TPR/ISF,2026-02-26,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,March,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,7659.0,,7659.0,2026,1055,000ISF1XK,TPR/ISF,2026-03-12,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,March,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,7659.0,,7659.0,2026,1061,000ISF08G,TPR/ISF,2026-03-12,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,April,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,2266.0,,2266.0,2026,1081,000ISF1UD,TPR/ISF,2026-04-02,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,April,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,2111.0,,2111.0,2026,1089,000ISF3WD,TPR/ISF,2026-04-09,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,May,R&G Large Can 6/930g,TDL COFFEE FINE GRIND HALF DRP 126/930GR,6320909463,TDL COFFEE FINE GRIND HALF DRP 126/930GR,DRP,18.0,21.0,378.0,2026,1147,000ISEVI4,TPR/ISF,2026-05-28,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,May,R&G Large Can 6/930g,R&G LARGE CAN 126/930GR,TDRGLC-126/930,R&G LARGE CAN 126/930GR,DRP,33.0,21.0,693.0,2026,1143,000ISEZ2N,EDLP: Display,2026-05-28,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,May,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,6543.0,,6543.0,2026,1142,000ISEZ2N,TPR/ISF,2026-05-28,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,June,R&G Large Can 6/930g,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,6320923706,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,DRP,95.0,21.0,1995.0,2026,1175,000ISF6PO,TPR/ISF,2026-06-11,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,June,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,9129.0,,9129.0,2026,1178,000ISF6PO,TPR/ISF,2026-06-11,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,July,R&G Large Can 6/930g,TDL COFFEE FINE GRIND CAN 6/875 GR,6320923703,TDL COFFEE FINE GRIND CAN 6/875 GR,CASE,1367.0,,1367.0,2026,1237,000JDDCMZ,TPR/ISF,2026-07-23,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,July,R&G Large Can 6/930g,TDL DARK ROAST CAN 6/825 GR,6320923704,TDL DARK ROAST CAN 6/825 GR,CASE,410.0,,410.0,2026,1236,000JDDCMZ,TPR/ISF,2026-07-23,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,July,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,3071.0,,3071.0,2026,1240,000ISF02Z,TPR/ISF,2026-07-30,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,August,R&G Large Can 6/930g,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,6320923706,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,DRP,80.0,21.0,1680.0,2026,1259,000ISEVHG,TPR/ISF,2026-08-06,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,August,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,6201.0,,6201.0,2026,1261,000ISEVHG,TPR/ISF,2026-08-06,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,August,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,1933.0,,1933.0,2026,1317,000ISEXV7,TPR/ISF,2026-08-20,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,September,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,2472.0,,2472.0,2026,1353,000ISF1YK,TPR/ISF,2026-09-17,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,September,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,4204.0,,4204.0,2026,1357,000ISEU0X,TPR/ISF,2026-09-24,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,October,R&G Large Can 6/930g,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,6320923706,TDL COFFEE FINE GRIND 1/2 DRP 126/875 GR,DRP,50.0,21.0,1050.0,2026,1390,000ISF4WS,TPR/ISF,2026-10-15,R&G Large Can 126/930g,R&G Large Can 6/930g,Display pack 126/930G converted to regular case pack 6/930G
CG-SOBEY'S ROC,2026,October,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,7054.0,,7054.0,2026,1392,000ISF4WS,TPR/ISF,2026-10-15,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,October,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,7054.0,,7054.0,2026,1393,000ISF4WS,Ad Fee,2026-10-15,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,November,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,2092.0,,2092.0,2026,1404,000ISF1YS,TPR/ISF,2026-11-05,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,December,R&G Large Can 6/930g,R&G LARGE CAN 6/930GR,TDRGLC-6/930,R&G LARGE CAN 6/930GR,CASE,4491.0,,4491.0,2026,1442,000ISF1VH,TPR/ISF,2026-12-03,R&G Large Can 6/930g,R&G Large Can 6/930g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,January,R&G Small Bag 6/283g,R&G SMALL BAG 6/283GR,TDRGSB-6/283,R&G SMALL BAG 6/283GR,CASE,1.0,,1.0,2025,911,000HK5J2U,TPR/ISF,2025-01-01,R&G Small Bag 6/283g,R&G Small Bag 6/283g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,January,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,0.0,8.0,0.0,2025,890,000HMX7WR,TPR/ISF,2025-01-01,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,January,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,655.0,8.0,5240.0,2025,959,000HOE1OJ,Display Allowance,2025-01-01,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,January,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,1865.0,,1865.0,2025,995,000HMH072,TPR/ISF,2025-01-16,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,January,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2033.0,,2033.0,2025,1004,000HXHDJR,TPR/ISF,2025-01-23,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,412.0,8.0,3296.0,2025,1047,000HLSYSG,TPR/ISF,2025-02-13,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,14835.0,,14835.0,2025,1011,000HMH06O,TPR/ISF,2025-02-06,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,14835.0,,14835.0,2025,1014,000HMH055,TPR/ISF,2025-02-06,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20920.0,,20920.0,2025,1045,000HLSYSG,Ad Fee,2025-02-13,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20920.0,,20920.0,2025,1046,000HLSYSG,TPR/ISF,2025-02-13,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,21793.0,,21793.0,2025,1056,000HXHDK4,TPR/ISF,2025-02-13,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,March,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,4758.0,,4758.0,2025,1124,000I3MF12,TPR/ISF,2025-03-20,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,April,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20052.0,,20052.0,2025,1149,000HML01O,TPR/ISF,2025-04-24,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,April,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20052.0,,20052.0,2025,1163,000HLSYUY,EDLP: Flyer,2025-04-24,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,April,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20052.0,,20052.0,2025,1164,000HLSYUY,Points,2025-04-24,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,April,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,20052.0,,20052.0,2025,1165,000HLSYUY,TPR/ISF,2025-04-24,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,May,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,171.0,8.0,1368.0,2025,1220,000HLSYW6,TPR/ISF,2025-05-29,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,May,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,15189.0,,15189.0,2025,1190,000HMD8UF,Flyer,2025-05-01,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,May,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,1921.0,,1921.0,2025,1194,000HML028,TPR/ISF,2025-05-15,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,May,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,10160.0,,10160.0,2025,1218,000HLSYW6,TPR/ISF,2025-05-29,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,May,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,10160.0,,10160.0,2025,1219,000HLSYW6,Ad Fee,2025-05-29,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,100.0,8.0,800.0,2025,1269,000HMCIIE,TPR/ISF,2025-07-03,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,9246.0,,9246.0,2025,1266,000HMCIIE,Special,2025-07-03,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,9246.0,,9246.0,2025,1267,000HMCIIE,TPR/ISF,2025-07-03,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,9246.0,,9246.0,2025,1268,000HMCIIE,Flyer,2025-07-03,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2711.0,,2711.0,2025,1287,000HML03V,TPR/ISF,2025-07-10,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,July,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2662.0,,2662.0,2025,1290,000IFWBL5,TPR/ISF,2025-07-17,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,August,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13584.0,,13584.0,2025,1342,000HMDC0K,Flyer,2025-08-07,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,0.0,8.0,0.0,2025,1379,000HMCIJB,TPR/ISF,2025-09-11,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,5946.0,,5946.0,2025,1360,000HML075,TPR/ISF,2025-09-04,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13095.0,,13095.0,2025,1375,000HMCIJB,Points,2025-09-11,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13095.0,,13095.0,2025,1376,000HMCIJB,Flyer,2025-09-11,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13095.0,,13095.0,2025,1377,000HMCIJB,Flyer & Display,2025-09-11,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,September,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13095.0,,13095.0,2025,1378,000HMCIJB,TPR/ISF,2025-09-11,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,October,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13918.0,,13918.0,2025,1438,000HLSYXX,Points,2025-10-16,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,October,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13918.0,,13918.0,2025,1439,000HLSYXX,TPR/ISF,2025-10-16,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,October,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2712.0,,2712.0,2025,1451,000IPITQC,TPR/ISF,2025-10-23,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,November,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,1.0,8.0,8.0,2025,1466,000HMGBC4,TPR/ISF,2025-11-06,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2025,November,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13646.0,,13646.0,2025,1463,000HMD8VW,TPR/ISF,2025-11-06,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,November,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,13646.0,,13646.0,2025,1465,000HMGBC4,TPR/ISF,2025-11-06,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2025,December,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,4007.0,,4007.0,2025,1509,000INOY4X,TPR/ISF,2025-12-11,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,January,R&G Small Bag 6/300g,R&G SMALL BAG 48/300GR,TDRGSB-48/300,R&G SMALL BAG 48/300GR,DRP,705.0,8.0,5640.0,2026,949,000ISEWBL,Display Allowance,2026-01-01,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2026,January,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2090.0,,2090.0,2026,904,000ISEXVR,TPR/ISF,2026-01-01,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,January,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2090.0,,2090.0,2026,917,000ISEW8Z,TPR/ISF,2026-01-01,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,January,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,2088.0,,2088.0,2026,964,000ISF5RE,TPR/ISF,2026-01-15,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Small Bag 6/300g,TDL ORG/DR COFFEE DISPLAY 48/300 GR,6320912139,TDL ORG/DR COFFEE DISPLAY 48/300 GR,DRP,415.0,8.0,3320.0,2026,997,000ISEZ0W,TPR/ISF,2026-02-05,R&G Small Bag 48/300g,R&G Small Bag 6/300g,Display pack 48/300G converted to regular case pack 6/300G
CG-SOBEY'S ROC,2026,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,4121.0,,4121.0,2026,970,000ISEZHL,TPR/ISF,2026-02-05,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,4121.0,,4121.0,2026,972,000ISEWAL,TPR/ISF,2026-02-05,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,14053.0,,14053.0,2026,1001,000ISEZ0W,TPR/ISF,2026-02-05,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
CG-SOBEY'S ROC,2026,February,R&G Small Bag 6/300g,R&G SMALL BAG 6/300GR,TDRGSB-6/300,R&G SMALL BAG 6/300GR,CASE,5191.0,,5191.0,2026,1029,000ISF5SL,TPR/ISF,2026-02-19,R&G Small Bag 6/300g,R&G Small Bag 6/300g,Product-level forecast total cases
