comparison_key,data_mode,banner,market,year,period,month,product_group,mpg,product_id,product,promo_id,promo_status,promotion_type,execution_start,execution_end,source_fcst_inc_cases,unit_type,cases_per_display,converted_fcst_inc_cases,mode_fcst_inc_cases,prorate_weight,execution_days_in_month,execution_days_total,month_cases,source_workbook,source_sheet,source_row,conversion_note
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Roast & Ground,R&G Small Bag 6/300g,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000HRCG0L,Closed,TPR/ISF,2025-06-14,2025-06-20,680.0,CASE,,680.0,680.0,1.0,7,7,680.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,60,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Roast & Ground,R&G Small Bag 6/300g,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000HRCG0L,Closed,TPR/ISF,2025-06-14,2025-06-20,680.0,CASE,,680.0,680.0,1.0,7,7,680.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,60,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Soups and Hot Bowls,Soups 12/540ml,TDSHSP-12/540,SOUPS 12/540ML,000HRCMOX,Closed,TPR/ISF,2025-06-14,2025-06-20,325.0,CASE,,325.0,325.0,1.0,7,7,325.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,62,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Soups and Hot Bowls,Soups 12/540ml,TDSHSP-12/540,SOUPS 12/540ML,000HRCMOX,Closed,TPR/ISF,2025-06-14,2025-06-20,325.0,CASE,,325.0,325.0,1.0,7,7,325.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,62,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Soups and Hot Bowls,Hot Bowls 12/425g,TDSHHB-12/425,HOT BOWLS 12/425GR,000HRCMOX,Closed,TPR/ISF,2025-06-14,2025-06-20,425.0,CASE,,425.0,425.0,1.0,7,7,425.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,63,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Soups and Hot Bowls,Hot Bowls 12/425g,TDSHHB-12/425,HOT BOWLS 12/425GR,000HRCMOX,Closed,TPR/ISF,2025-06-14,2025-06-20,425.0,CASE,,425.0,425.0,1.0,7,7,425.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,63,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Nespresso,NComp 10/10ct,TDNC-10/10,NCOMP 10/10CT,000IJEEK3,Closed,TPR/ISF,2025-06-14,2025-06-27,29.0,CASE,,29.0,29.0,1.0,14,14,29.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,65,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Nespresso,NComp 10/10ct,TDNC-10/10,NCOMP 10/10CT,000IJEEK3,Closed,TPR/ISF,2025-06-14,2025-06-27,29.0,CASE,,29.0,29.0,1.0,14,14,29.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,65,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Single Serve,SS KComp 6/10ct,TDSSKC-6/10,SS KCOMP 6/10CT,000HRCF2F,Closed,TPR/ISF,2025-06-25,2025-06-27,200.0,CASE,,200.0,200.0,1.0,3,3,200.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,67,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Single Serve,SS KComp 6/10ct,TDSSKC-6/10,SS KCOMP 6/10CT,000HRCF2F,Closed,TPR/ISF,2025-06-25,2025-06-27,200.0,CASE,,200.0,200.0,1.0,3,3,200.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,67,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Instant,Instant Coffee 12/100g,TDIC-12/100,INSTANT COFFEE 12/100GR,000HRCF2F,Closed,TPR/ISF,2025-06-25,2025-06-27,785.0,CASE,,785.0,785.0,1.0,3,3,785.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,68,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Instant,Instant Coffee 12/100g,TDIC-12/100,INSTANT COFFEE 12/100GR,000HRCF2F,Closed,TPR/ISF,2025-06-25,2025-06-27,785.0,CASE,,785.0,785.0,1.0,3,3,785.0,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,68,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jun,Roast & Ground,R&G Small Bag 6/300g,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000HRCNI5,Closed,TPR/ISF,2025-06-28,2025-07-04,815.0,CASE,,815.0,815.0,0.42857143,3,7,349.285714,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,72,Reported as regular cases
yoy,separate,SDM,CG-SDM,2025,2025,Jun,Roast & Ground,R&G Small Bag 6/300g,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000HRCNI5,Closed,TPR/ISF,2025-06-28,2025-07-04,815.0,CASE,,815.0,815.0,0.42857143,3,7,349.285714,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,72,Reported as regular cases
yoy,blended,SDM,CG-SDM,2025,2025,Jul,Roast & Ground,R&G Small Bag 6/300g,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000HRCNI5,Closed,TPR/ISF,2025-06-28,2025-07-04,815.0,CASE,,815.0,815.0,0.57142857,4,7,465.714286,DR 2025 - 2026-08-04 (EXCEXP_TLS_000JGVACI).xlsx,Rebates,72,Reported as regular cases
