product_id,product,mpg,unit_type,product_pack_size,base_pack_size,cases_per_drp,conversion_note
6320919180,TDL CREAMY CHICKEN 12/540 ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
6320919183,TDL MINESTRONE 12/540 ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
6320922293,TDL TOMATO BASIL + ORZO 12/540 ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
6320922294,TDL BEEF BARLEY + VEGETABLES 12/540 ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
6320923582,TDL ITALIAN WEDDING 12/540 ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
6320923630,TDL COB/CN/IW SOUP 1/2 DRP 288/540 ML,Soups 12/540ml,DRP,Soups 288/540ml,Soups 12/540ml,24.0,Display pack 288/540ML converted to regular case pack 12/540ML
TDSHSP-12/540,SOUPS 12/540ML,Soups 12/540ml,CASE,Soups 12/540ml,Soups 12/540ml,,Product-level forecast total cases
TDSHSP-192/540,SOUPS 192/540ML,Soups 12/540ml,DRP,Soups 192/540ml,Soups 12/540ml,16.0,Display pack 192/540ML converted to regular case pack 12/540ML
TDSHSP-288/540,SOUPS 288/540ML,Soups 12/540ml,DRP,Soups 288/540ml,Soups 12/540ml,24.0,Display pack 288/540ML converted to regular case pack 12/540ML
TDSHSP-24/284,SOUPS 24/284ML,Soups 24/284ml,CASE,Soups 24/284ml,Soups 24/284ml,,Product-level forecast total cases
TDSHSP-576/284,SOUPS 576/284ML,Soups 24/284ml,DRP,Soups 576/284ml,Soups 24/284ml,24.0,Display pack 576/284ML converted to regular case pack 24/284ML
TDSIC-12/470,SYRUPS 12/470ML,Syrups 12/470ml,CASE,Syrups 12/470ml,Syrups 12/470ml,,Product-level forecast total cases
TDSIC-32/470,SYRUPS 32/470ML,Syrups 12/470ml,DRP,Syrups 32/470ml,Syrups 12/470ml,2.666667,Display pack 32/470ML converted to regular case pack 12/470ML
6320912646,TDL CHAI TEA 6/20 CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
6320912647,TDL EARL GREY TEA 6/20 CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
6320912648,TDL GREEN TEA 6/20 CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
6320912660,TDL PEPPERMINT TEA 6/20 CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
6320917204,TDL VANILLA BLACK TEA 6/20 CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
TDTB-6/20,TEA BAG 6/20CT,Tea Bag 6/20ct,CASE,Tea Bag 6/20ct,Tea Bag 6/20ct,,Product-level forecast total cases
TDTB-9/20,TEA BAG 9/20CT,Tea Bag 9/20ct,CASE,Tea Bag 9/20ct,Tea Bag 9/20ct,,Product-level forecast total cases
